_id,ltable_ID,rtable_ID,ltable_Name,ltable_Category,ltable_Author,ltable_Price,ltable_Series,ltable_Pages,ltable_Publisher,ltable_Date,ltable_Language,ltable_ISBN_10,ltable_ISBN_13,ltable_Dimensions,ltable_Weight,rtable_Name,rtable_Category,rtable_Author,rtable_Price,rtable_Series,rtable_Pages,rtable_Publisher,rtable_Date,rtable_Language,rtable_ISBN_10,rtable_ISBN_13,rtable_Dimensions,rtable_Weight
92,487,227,A Martian Odyssey,Science Fiction : Space Opera,Stanley G. Weinbaum,$9.99,,42 pages,Vintage Sci-Fi Classics,"""January 17, 2018""",English,1528703359,978-1528703352,5.5 x 0.1 x 8.5 inches,2.4 ounces,The Planet of Doubt,Science Fiction - Space Opera,Stanley G. Weinbaum,$9.99,,42.0,Vintage Sci-Fi Classics,January 2018,,1528703383,9781528703383,8.5 x 5.5 x 0.1 inches,0.14 pounds
93,1951,4196,THE RINGMAKER,Fantasy : Dark,H. M. Sanders,$15.95,,202 pages,"""Booklocker.com, Inc.""","""November 15, 2017""",English,163492598X,978-1634925983,6 x 0.5 x 9 inches,10.7 ounces,The Ringmaker,Fantasy - Dark Fantasy,H. M. Sanders,$15.95,,202.0,Booklocker.com,November 2017,,163492598X,9781634925983,9 x 6 x 0.46 inches,0.67 pounds
94,534,265,The Stopgap Spaceman,Science Fiction : Space Opera,GRAHAM ANDREWS,$13.95,,238 pages,FeedaRead.com,"""January 11, 2018""",English,1788762177,978-1788762175,5 x 0.5 x 8 inches,9.3 ounces,The Stopgap Spaceman,Science Fiction - Space Opera,Graham Andrews,$13.95,,238.0,FeedARead.com,January 2018,,1788762177,9781788762175,7.99 x 5 x 0.54 inches,0.58 pounds
95,1110,528,Scarab,Science Fiction : Space Opera,ERIC CARL WOLF,$12.50,,346 pages,CreateSpace Independent Publishing Platform,"""September 25, 2017""",English,1973787849,978-1973787846,5.1 x 0.8 x 7.8 inches,15.7 ounces,Scarab,Science Fiction - Space Opera,Eric Carl Wolf,$12.50,,346.0,Createspace Independent Publishing Platform,September 2017,,1973787849,9781973787846,7.8 x 5.08 x 0.72 inches,0.75 pounds
96,1721,4833,A Time to Rend (Elemental Rage) (Volume 3),Fantasy : Dark,Jeanette Raleigh,$13.99,Elemental Rage (Book 3),286 pages,CreateSpace Independent Publishing Platform,"""December 23, 2017""",English,1981783814,978-1981783816,6 x 0.6 x 9 inches,1.1 pounds,Tryst of Fate,Fantasy - Dark Fantasy,Jeanette Raleigh,$13.95,,188.0,Createspace Independent Publishing Platform,April 2017,,1544212747,9781544212746,9 x 6 x 0.4 inches,0.57 pounds
97,1722,4833,A Time to Die (Elemental Rage) (Volume 2),Fantasy : Dark,Jeanette Raleigh,$14.99,Elemental Rage (Book 2),324 pages,CreateSpace Independent Publishing Platform,"""December 23, 2017""",English,1981783784,978-1981783786,6 x 0.7 x 9 inches,1.2 pounds,Tryst of Fate,Fantasy - Dark Fantasy,Jeanette Raleigh,$13.95,,188.0,Createspace Independent Publishing Platform,April 2017,,1544212747,9781544212746,9 x 6 x 0.4 inches,0.57 pounds
98,1584,4758,Worlds on Fire: Guardians Book 1.5,Fantasy : Dark,Lexi Ostrow,$6.99,Guardians,152 pages,CreateSpace Independent Publishing Platform,"""January 21, 2018""",English,1516812387,978-1516812387,6 x 0.4 x 9 inches,10.1 ounces,Vampire,Fantasy - Dark Fantasy,Wild Pages Press,$6.99,,152.0,Createspace Independent Publishing Platform,May 2017,,1546756418,9781546756415,9 x 6 x 0.33 inches,0.47 pounds
99,1576,4677,Morals of the Youth,Fantasy : Dark,Jerome Brooke,$7.29,,84 pages,CreateSpace Independent Publishing Platform; 3 edition,"""January 23, 2018""",English,1984172980,978-1984172983,6 x 0.2 x 9 inches,6.4 ounces,The Circle of Swords,Fantasy - Dark Fantasy,Jerome Brooke,$7.99,,52.0,Createspace Independent Publishing Platform,June 2017,,1547114983,9781547114986,9 x 6 x 0.11 inches,0.18 pounds
100,1739,693,Blood Prism,Fantasy : Dark,E. E. King,$15.50,,410 pages,CreateSpace Independent Publishing Platform,"""December 20, 2017""",English,1981926461,978-1981926466,6 x 1 x 9 inches,1.5 pounds,Subspace Survivors,Science Fiction - Space Opera,E. E. Smith,$15.99,,60.0,Createspace Independent Publishing Platform,July 2017,,1548750220,9781548750220,9 x 6 x 0.12 inches,0.21 pounds
101,1577,4724,Lover of the Demon Born: A History of Astarte and the Demon Born,Fantasy : Dark,Jerome Brooke,$7.79,,72 pages,CreateSpace Independent Publishing Platform; 3 edition,"""January 23, 2018""",English,1984172530,978-1984172532,6 x 0.2 x 9 inches,5.6 ounces,Evil and Sinful Desire  :  The Histories of the Women of Darkness,Fantasy - Dark Fantasy,Jerome Brooke,$9.79,,96.0,Createspace Independent Publishing Platform,June 2017,,1548209139,9781548209131,9 x 6 x 0.2 inches,0.31 pounds
102,1576,4589,Morals of the Youth,Fantasy : Dark,Jerome Brooke,$7.29,,84 pages,CreateSpace Independent Publishing Platform; 3 edition,"""January 23, 2018""",English,1984172980,978-1984172983,6 x 0.2 x 9 inches,6.4 ounces,The Queen of Death Omnibus,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,64.0,Createspace Independent Publishing Platform,July 2017,,1973730820,9781973730828,9 x 6 x 0.13 inches,0.22 pounds
103,1576,4564,Morals of the Youth,Fantasy : Dark,Jerome Brooke,$7.29,,84 pages,CreateSpace Independent Publishing Platform; 3 edition,"""January 23, 2018""",English,1984172980,978-1984172983,6 x 0.2 x 9 inches,6.4 ounces,Consort of Her Majesty,Fantasy - Dark Fantasy,Jerome Brooke,$7.29,,66.0,Createspace Independent Publishing Platform,July 2017,,1973807351,9781973807353,9 x 6 x 0.14 inches,0.22 pounds
104,1546,7999,THE OASIS OF FEAR,Fantasy : Dark,MATTHEW NEWELL,$6.00,,225 pages,Independently published,"""January 29, 2018""",English,1977038727,978-1977038722,5 x 0.5 x 8 inches,11 ounces,The Art of Fear,Thrillers - Psychological,Pamela Crane,$11.99,,306.0,Tabella House,September 2017,,1940662087,9781940662084,9.02 x 5.98 x 0.69 inches,0.99 pounds
105,1575,4035,Did Feast the Pack,Fantasy : Dark,Jerome Brooke,$7.29,,50 pages,CreateSpace Independent Publishing Platform; 3 edition,"""January 23, 2018""",English,1984173383,978-1984173386,6 x 0.1 x 9 inches,4.5 ounces,Morals of the Youth,Fantasy - Dark Fantasy,Jerome Brooke,$7.29,,84.0,Createspace Independent Publishing Platform,January 2018,,1984172980,9781984172983,9 x 6 x 0.17 inches,0.27 pounds
106,1753,537,Lilith,Fantasy : Dark,George MacDonald,$12.99,,332 pages,CreateSpace Independent Publishing Platform,"""December 18, 2017""",English,1981809074,978-1981809073,6 x 0.8 x 9 inches,1.3 pounds,Static,Science Fiction - Space Opera,M. D. Thalmann,$12.99,,330.0,Createspace Independent Publishing Platform,September 2017,,1483944522,9781483944524,9 x 6 x 0.74 inches,1.07 pounds
107,1750,6573,Deep Blue,Fantasy : Dark,David Niall Wilson,$11.99,,280 pages,Macabre Ink,"""December 19, 2017""",English,1946025895,978-1946025890,6.1 x 0.6 x 9.2 inches,1.1 pounds,Ancient Eyes,Fantasy - Dark Fantasy,David Niall Wilson,$12.99,,276.0,Crossroad Press,April 2015,,1941408303,9781941408308,9.21 x 6.14 x 0.58 inches,0.86 pounds
108,1550,6734,The Nightfall Queen,Fantasy : Dark,Briar Grey,$12.93,,360 pages,CreateSpace Independent Publishing Platform,"""January 28, 2018""",English,1984254987,978-1984254986,6 x 0.8 x 9 inches,1.4 pounds,The Queen Maker,Fantasy - Dark Fantasy,Kristen Gupton,$12.99,,334.0,Createspace Independent Publishing Platform,January 2015,,1514246872,9781514246870,9.02 x 5.98 x 0.75 inches,1.08 pounds
109,1750,23,Deep Blue,Fantasy : Dark,David Niall Wilson,$11.99,,280 pages,Macabre Ink,"""December 19, 2017""",English,1946025895,978-1946025890,6.1 x 0.6 x 9.2 inches,1.1 pounds,Deep Blue,Science Fiction - Space Opera,Jane O'Reilly,$22.99,,336.0,Piatkus,September 2018,,0349416621,9780349416625,,
110,1563,6389,The Suffering,Fantasy : Dark,Robert Cano,$6.99,,109 pages,Independently published,"""January 24, 2018""",English,1549809512,978-1549809514,5 x 0.3 x 8 inches,6.2 ounces,The Lerewood,Fantasy - Dark Fantasy,Andrea Churchill,$13.00,,140.0,Createspace,July 2015,,1514645904,9781514645901,8 x 5 x 0.3 inches,0.32 pounds
111,1569,773,The Dragon's Tear,Fantasy : Dark,Chris Weston,$17.99,,192 pages,Createspace Independent Publishing Platform,"""January 24, 2018""",English,1984088068,978-1984088062,5 x 0.4 x 8 inches,7.5 ounces,Press the Line,Science Fiction - Space Opera,Chris Fox,$11.99,,304.0,Createspace Independent Publishing Platform,June 2017,,154822278X,9781548222789,8 x 5 x 0.64 inches,0.67 pounds
112,1569,854,The Dragon's Tear,Fantasy : Dark,Chris Weston,$17.99,,192 pages,Createspace Independent Publishing Platform,"""January 24, 2018""",English,1984088068,978-1984088062,5 x 0.4 x 8 inches,7.5 ounces,Behind the Lines,Science Fiction - Space Opera,Chris Fox,$10.99,,282.0,Createspace Independent Publishing Platform,May 2017,,154550279X,9781545502792,8 x 5 x 0.59 inches,0.62 pounds
113,1749,6759,The Tchaikovsky Finale (Fugue & Fable),Fantasy : Dark,Darin Kennedy,$17.99,Fugue & Fable (Book 3),306 pages,Curiosity Quills Press,"""December 19, 2017""",English,1948099454,978-1948099455,6 x 0.7 x 9 inches,15.8 ounces,The Mussorgsky Riddle,Fantasy - Dark Fantasy,Darin Kennedy,$17.99,,318.0,Curiosity Quills Press,January 2015,,1620078074,9781620078075,9 x 6 x 0.71 inches,1.03 pounds
114,1739,4225,Blood Prism,Fantasy : Dark,E. E. King,$15.50,,410 pages,CreateSpace Independent Publishing Platform,"""December 20, 2017""",English,1981926461,978-1981926466,6 x 1 x 9 inches,1.5 pounds,Pandora's Card Game,Fantasy - Dark Fantasy,E. E. King,$8.48,,180.0,Createspace Independent Publishing Platform,November 2017,,1478298642,9781478298649,9.02 x 5.98 x 0.38 inches,0.55 pounds
115,1569,857,The Dragon's Tear,Fantasy : Dark,Chris Weston,$17.99,,192 pages,Createspace Independent Publishing Platform,"""January 24, 2018""",English,1984088068,978-1984088062,5 x 0.4 x 8 inches,7.5 ounces,Hold the Line,Science Fiction - Space Opera,Chris Fox,$10.99,,282.0,Createspace Independent Publishing Platform,May 2017,,1546584196,9781546584193,8 x 5 x 0.59 inches,0.62 pounds
116,1739,746,Blood Prism,Fantasy : Dark,E. E. King,$15.50,,410 pages,CreateSpace Independent Publishing Platform,"""December 20, 2017""",English,1981926461,978-1981926466,6 x 1 x 9 inches,1.5 pounds,Subspace Survivors,Science Fiction - Space Opera,E. E. Doc Smith,$7.99,,78.0,Createspace Independent Publishing Platform,June 2017,,1548158747,9781548158743,9 x 6 x 0.16 inches,0.26 pounds
117,1575,4488,Did Feast the Pack,Fantasy : Dark,Jerome Brooke,$7.29,,50 pages,CreateSpace Independent Publishing Platform; 3 edition,"""January 23, 2018""",English,1984173383,978-1984173386,6 x 0.1 x 9 inches,4.5 ounces,The Prince Consort,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,44.0,Createspace Independent Publishing Platform,August 2017,,1974654273,9781974654277,9 x 6 x 0.09 inches,0.16 pounds
118,1575,4556,Did Feast the Pack,Fantasy : Dark,Jerome Brooke,$7.29,,50 pages,CreateSpace Independent Publishing Platform; 3 edition,"""January 23, 2018""",English,1984173383,978-1984173386,6 x 0.1 x 9 inches,4.5 ounces,Victoria the Queen Omnibus,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,50.0,Createspace Independent Publishing Platform,July 2017,,1973929287,9781973929284,9 x 6 x 0.1 inches,0.18 pounds
119,1575,4592,Did Feast the Pack,Fantasy : Dark,Jerome Brooke,$7.29,,50 pages,CreateSpace Independent Publishing Platform; 3 edition,"""January 23, 2018""",English,1984173383,978-1984173386,6 x 0.1 x 9 inches,4.5 ounces,Astarte the Queen Omnibus,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,46.0,Createspace Independent Publishing Platform,July 2017,,1973927098,9781973927099,9 x 6 x 0.1 inches,0.17 pounds
120,1575,4697,Did Feast the Pack,Fantasy : Dark,Jerome Brooke,$7.29,,50 pages,CreateSpace Independent Publishing Platform; 3 edition,"""January 23, 2018""",English,1984173383,978-1984173386,6 x 0.1 x 9 inches,4.5 ounces,The Women of the Desert Omnibus  :  A History of the Empire,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,50.0,Createspace Independent Publishing Platform,June 2017,,154831076X,9781548310769,9 x 6 x 0.1 inches,0.18 pounds
121,1576,4088,Morals of the Youth,Fantasy : Dark,Jerome Brooke,$7.29,,84 pages,CreateSpace Independent Publishing Platform; 3 edition,"""January 23, 2018""",English,1984172980,978-1984172983,6 x 0.2 x 9 inches,6.4 ounces,Did Feast the Pack,Fantasy - Dark Fantasy,Jerome Brooke,$7.29,,50.0,Createspace Independent Publishing Platform,January 2018,,1984173383,9781984173386,9 x 6 x 0.1 inches,0.18 pounds
122,1576,4477,Morals of the Youth,Fantasy : Dark,Jerome Brooke,$7.29,,84 pages,CreateSpace Independent Publishing Platform; 3 edition,"""January 23, 2018""",English,1984172980,978-1984172983,6 x 0.2 x 9 inches,6.4 ounces,The Histories of Darkness,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,40.0,Createspace Independent Publishing Platform,August 2017,,1974595994,9781974595990,9 x 6 x 0.08 inches,0.15 pounds
123,1576,4488,Morals of the Youth,Fantasy : Dark,Jerome Brooke,$7.29,,84 pages,CreateSpace Independent Publishing Platform; 3 edition,"""January 23, 2018""",English,1984172980,978-1984172983,6 x 0.2 x 9 inches,6.4 ounces,The Prince Consort,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,44.0,Createspace Independent Publishing Platform,August 2017,,1974654273,9781974654277,9 x 6 x 0.09 inches,0.16 pounds
124,1739,1788,Blood Prism,Fantasy : Dark,E. E. King,$15.50,,410 pages,CreateSpace Independent Publishing Platform,"""December 20, 2017""",English,1981926461,978-1981926466,6 x 1 x 9 inches,1.5 pounds,First Lensman,Science Fiction - Space Opera,E. E. Doc Smith,$13.99,,336.0,Createspace Independent Publishing Platform,February 2016,,1530206529,9781530206520,9 x 6 x 0.7 inches,0.99 pounds
125,1739,767,Blood Prism,Fantasy : Dark,E. E. King,$15.50,,410 pages,CreateSpace Independent Publishing Platform,"""December 20, 2017""",English,1981926461,978-1981926466,6 x 1 x 9 inches,1.5 pounds,First Lensman,Science Fiction - Space Opera,E. E. Doc Smith,$26.99,,500.0,Createspace Independent Publishing Platform,June 2017,,1548158674,9781548158675,9 x 6 x 1.01 inches,1.46 pounds
126,1666,4076,Gallant Knights: The Dynasty Realms III: Gallant Knights (THE TWILIGHT ROSE OF INFINITE WORLDS SERIES) (Volume 3),Fantasy : Dark,Adrian Jevon Murphy,$18.21,THE TWILIGHT ROSE OF INFINITE WORLDS SERIES (Book 3),362 pages,CreateSpace Independent Publishing Platform,"""January 4, 2018""",English,1545522928,978-1545522929,6 x 0.9 x 9 inches,1.4 pounds,Tangled Quests  :  The Dynasty Realms I: Tangled Quests,Fantasy - Dark Fantasy,Adrian Jevon Murphy,$20.18,,360.0,Createspace Independent Publishing Platform,January 2018,,1544978715,9781544978710,9.02 x 5.98 x 0.8 inches,1.16 pounds
127,1628,4449,Skyla of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 14, 2018""",English,1983885207,978-1983885204,6 x 0.1 x 9 inches,3.2 ounces,Galbu  :  Histories of the Shield Maidens,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,36.0,Createspace Independent Publishing Platform,September 2017,,1976281938,9781976281938,9.02 x 5.98 x 0.07 inches,0.14 pounds
128,1628,4491,Skyla of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 14, 2018""",English,1983885207,978-1983885204,6 x 0.1 x 9 inches,3.2 ounces,The Vale of Desire,Fantasy - Dark Fantasy,Juliet Baranne,$7.79,,74.0,Createspace Independent Publishing Platform,August 2017,,1975814916,9781975814915,9.02 x 5.98 x 0.15 inches,0.24 pounds
129,1628,4602,Skyla of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 14, 2018""",English,1983885207,978-1983885204,6 x 0.1 x 9 inches,3.2 ounces,Raven of the Shield Maidens,Fantasy - Dark Fantasy,J. Rogers Barrow,$7.79,,58.0,Createspace Independent Publishing Platform,July 2017,,1973986337,9781973986331,9 x 6 x 0.12 inches,0.2 pounds
130,1628,4698,Skyla of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 14, 2018""",English,1983885207,978-1983885204,6 x 0.1 x 9 inches,3.2 ounces,The Sins of Sister Severa,Fantasy - Dark Fantasy,Juliet Baranne,$9.79,,88.0,Createspace Independent Publishing Platform,June 2017,,1548408956,9781548408954,9 x 6 x 0.18 inches,0.28 pounds
131,1677,643,Shadowfest,Fantasy : Dark,D. J. Reid,$12.99,,348 pages,CreateSpace Independent Publishing Platform,"""January 2, 2018""",English,1979877890,978-1979877893,5 x 0.9 x 8 inches,1 pounds,Traitor,Science Fiction - Space Opera,Krista Ball,$12.99,,200.0,Createspace Independent Publishing Platform,July 2017,,1974123227,9781974123223,8 x 5 x 0.46 inches,0.49 pounds
132,1636,2582,The Blood of Altlock: Book 1 of the Altlock Saga (Volume 1),Fantasy : Dark,R. A. Miller,$9.99,The Altlock Saga,124 pages,CreateSpace Independent Publishing Platform; 2 edition,"""January 12, 2018""",English,198382383X,978-1983823831,6 x 0.3 x 9 inches,8.5 ounces,Breakers of the Dawn  :  Book 1 of the Dawn Saga,Science Fiction - Space Opera,Zachariah Wahrer,$9.99,,238.0,Wahrer of the Worlds Publishing,December 2014,,0692616586,9780692616581,9 x 6 x 0.54 inches,0.78 pounds
133,1638,690,When the World Shook,Fantasy : Dark,H. Rider Haggard,$12.12,,306 pages,CreateSpace Independent Publishing Platform,"""January 11, 2018""",English,1983526487,978-1983526480,6 x 0.7 x 9 inches,1.2 pounds,The Relic,Science Fiction - Space Opera,Steven Macon,$15.95,,314.0,Createspace Independent Publishing Platform,July 2017,,1548125202,9781548125202,9 x 6 x 0.7 inches,1.02 pounds
134,1666,4097,Gallant Knights: The Dynasty Realms III: Gallant Knights (THE TWILIGHT ROSE OF INFINITE WORLDS SERIES) (Volume 3),Fantasy : Dark,Adrian Jevon Murphy,$18.21,THE TWILIGHT ROSE OF INFINITE WORLDS SERIES (Book 3),362 pages,CreateSpace Independent Publishing Platform,"""January 4, 2018""",English,1545522928,978-1545522929,6 x 0.9 x 9 inches,1.4 pounds,Tangled Quests 2  :  The Dynasty Realms II: Tangled Quests 2,Fantasy - Dark Fantasy,Adrian Jevon Murphy,$20.08,,330.0,Createspace Independent Publishing Platform,January 2018,,1546640134,9781546640134,9.02 x 5.98 x 0.74 inches,1.07 pounds
135,1638,2995,When the World Shook,Fantasy : Dark,H. Rider Haggard,$12.12,,306 pages,CreateSpace Independent Publishing Platform,"""January 11, 2018""",English,1983526487,978-1983526480,6 x 0.7 x 9 inches,1.2 pounds,The Quiet World,Science Fiction - Space Opera,William Dusty,$6.95,,54.0,Createspace Independent Publishing Platform,April 2014,,149916534X,9781499165340,9.02 x 5.98 x 0.11 inches,0.19 pounds
136,1677,822,Shadowfest,Fantasy : Dark,D. J. Reid,$12.99,,348 pages,CreateSpace Independent Publishing Platform,"""January 2, 2018""",English,1979877890,978-1979877893,5 x 0.9 x 8 inches,1 pounds,Ore Pirates,Science Fiction - Space Opera,E. J. Randolph,$12.99,,282.0,Createspace Independent Publishing Platform,May 2017,,1546521313,9781546521310,8 x 5 x 0.59 inches,0.62 pounds
137,1550,6226,The Nightfall Queen,Fantasy : Dark,Briar Grey,$12.93,,360 pages,CreateSpace Independent Publishing Platform,"""January 28, 2018""",English,1984254987,978-1984254986,6 x 0.8 x 9 inches,1.4 pounds,The Queen Has Spoken,Fantasy - Dark Fantasy,Jennifer Kendis Anderson,$8.99,,24.0,Createspace Independent Publishing Platform,October 2015,,1517705258,9781517705251,9 x 6 x 0.05 inches,0.1 pounds
138,1638,5558,When the World Shook,Fantasy : Dark,H. Rider Haggard,$12.12,,306 pages,CreateSpace Independent Publishing Platform,"""January 11, 2018""",English,1983526487,978-1983526480,6 x 0.7 x 9 inches,1.2 pounds,The Dead Bones,Fantasy - Dark Fantasy,Ian Adema,$15.00,,306.0,Createspace Independent Publishing Platform,July 2016,,1535059443,9781535059442,9 x 6 x 0.69 inches,0.99 pounds
139,1638,6176,When the World Shook,Fantasy : Dark,H. Rider Haggard,$12.12,,306 pages,CreateSpace Independent Publishing Platform,"""January 11, 2018""",English,1983526487,978-1983526480,6 x 0.7 x 9 inches,1.2 pounds,The World Unseeing,Fantasy - Dark Fantasy,Tamara Wilding,$9.00,,196.0,Createspace Independent Publishing Platform,October 2015,,1518701396,9781518701399,9 x 6 x 0.42 inches,0.59 pounds
140,1645,606,Life Under the Noose,Fantasy : Dark,James Bee,$9.99,,248 pages,CreateSpace Independent Publishing Platform,"""January 9, 2018""",English,198209737X,978-1982097370,6 x 0.6 x 9 inches,15.4 ounces,In the Beginning,Science Fiction - Space Opera,B. C. E and Ashton Lanae Cash and Dr Leviticus Wayne,$9.99,,264.0,Createspace Independent Publishing Platform,August 2017,,1535469528,9781535469524,9 x 6 x 0.6 inches,0.86 pounds
141,1660,5943,There's No Place Collection: Books 1-4 (Volume 5),Fantasy : Dark,Tracey H. Kitts,$14.99,There's No Place,562 pages,CreateSpace Independent Publishing Platform,"""January 6, 2018""",English,1546543546,978-1546543541,5.1 x 1.3 x 7.8 inches,1.5 pounds,Bound by Blood  :  The Complete Series (Books 1-4),Fantasy - Dark Fantasy,Tracey H. Kitts,$17.35,,508.0,Createspace Independent Publishing Platform,February 2016,,1523826533,9781523826537,7.81 x 5.06 x 1.02 inches,1.08 pounds
142,1660,970,There's No Place Collection: Books 1-4 (Volume 5),Fantasy : Dark,Tracey H. Kitts,$14.99,There's No Place,562 pages,CreateSpace Independent Publishing Platform,"""January 6, 2018""",English,1546543546,978-1546543541,5.1 x 1.3 x 7.8 inches,1.5 pounds,Three Days of Night,Science Fiction - Space Opera,Tracey H. Kitts,$9.38,,244.0,Createspace Independent Publishing Platform,March 2017,,152397818X,9781523978182,7.81 x 5.06 x 0.51 inches,0.53 pounds
143,1645,2809,Life Under the Noose,Fantasy : Dark,James Bee,$9.99,,248 pages,CreateSpace Independent Publishing Platform,"""January 9, 2018""",English,198209737X,978-1982097370,6 x 0.6 x 9 inches,15.4 ounces,Nation of the Third Eye,Science Fiction - Space Opera,K. K. Savage,$9.99,,248.0,Createspace Independent Publishing Platform,August 2014,,1500848956,9781500848958,9 x 6 x 0.52 inches,0.74 pounds
144,1645,996,Life Under the Noose,Fantasy : Dark,James Bee,$9.99,,248 pages,CreateSpace Independent Publishing Platform,"""January 9, 2018""",English,198209737X,978-1982097370,6 x 0.6 x 9 inches,15.4 ounces,Battlecry,Science Fiction - Space Opera,T. Jackson King,$9.99,,248.0,Createspace Independent Publishing Platform,March 2017,,1544071787,9781544071787,9 x 6 x 0.56 inches,0.81 pounds
