_id,ltable_ID,rtable_ID,ltable_Name,ltable_Category,ltable_Author,ltable_Price,ltable_Series,ltable_Pages,ltable_Publisher,ltable_Date,ltable_Language,ltable_ISBN_10,ltable_ISBN_13,ltable_Dimensions,ltable_Weight,rtable_Name,rtable_Category,rtable_Author,rtable_Price,rtable_Series,rtable_Pages,rtable_Publisher,rtable_Date,rtable_Language,rtable_ISBN_10,rtable_ISBN_13,rtable_Dimensions,rtable_Weight
145,1700,4105,Sorcerers' Isle (The Shadow Cycle) (Volume 1),Fantasy : Dark,D P Prior and Valmore Daniels,$14.99,The Shadow Cycle (Book 1),352 pages,CreateSpace Independent Publishing Platform; 1 edition,"""December 28, 2017""",English,1981948856,978-1981948857,6 x 0.9 x 9 inches,1.3 pounds,Sorcerers' Isle,Fantasy - Dark Fantasy,D. P. Prior and Betsy Mitchell and Damonza,$14.99,,354.0,Createspace Independent Publishing Platform,December 2017,,1981948856,9781981948857,9.02 x 5.98 x 0.79 inches,1.14 pounds
146,1600,7518,Tales of Space and Time,Fantasy : Dark,H. G. Wells,$11.99,,248 pages,CreateSpace Independent Publishing Platform; Revised edition,"""January 19, 2018""",English,1984027999,978-1984027993,6 x 0.6 x 9 inches,15.4 ounces,The Wonderful Visit,Fantasy - Dark Fantasy,H. G. Wells,$13.99,,134.0,Bottom of the Hill Publishing,August 2013,,1483703029,9781483703022,9 x 6 x 0.29 inches,0.42 pounds
147,1616,606,The Cryptic Mansion,Fantasy : Dark,S.J. Moyer,$7.00,,238 pages,CreateSpace Independent Publishing Platform,"""January 16, 2018""",English,1983950963,978-1983950964,6 x 0.6 x 9 inches,14.9 ounces,In the Beginning,Science Fiction - Space Opera,B. C. E and Ashton Lanae Cash and Dr Leviticus Wayne,$9.99,,264.0,Createspace Independent Publishing Platform,August 2017,,1535469528,9781535469524,9 x 6 x 0.6 inches,0.86 pounds
148,1616,1892,The Cryptic Mansion,Fantasy : Dark,S.J. Moyer,$7.00,,238 pages,CreateSpace Independent Publishing Platform,"""January 16, 2018""",English,1983950963,978-1983950964,6 x 0.6 x 9 inches,14.9 ounces,Mind,Science Fiction - Space Opera,Jenn Nixon,$11.99,,288.0,Createspace Independent Publishing Platform,December 2015,,1519655460,9781519655462,9 x 6 x 0.6 inches,0.85 pounds
149,1714,4127,Truth (The Insomnis Cycle) (Volume 1),Fantasy : Dark,"""Case, E""",$16.99,The Insomnis Cycle,464 pages,CreateSpace Independent Publishing Platform; 2 edition,"""December 25, 2017""",English,1984304410,978-1984304414,6 x 1.2 x 9 inches,1.7 pounds,Truth,Fantasy - Dark Fantasy,E. Case,$16.99,,466.0,Createspace Independent Publishing Platform,December 2017,,1984304410,9781984304414,9 x 6 x 1.04 inches,1.49 pounds
150,1616,1921,The Cryptic Mansion,Fantasy : Dark,S.J. Moyer,$7.00,,238 pages,CreateSpace Independent Publishing Platform,"""January 16, 2018""",English,1983950963,978-1983950964,6 x 0.6 x 9 inches,14.9 ounces,The Pirates of Mizar,Science Fiction - Space Opera,M. H. Wilson,$9.99,,238.0,Createspace Independent Publishing Platform,December 2015,,1523720948,9781523720941,9 x 6 x 0.5 inches,0.71 pounds
151,1616,7073,The Cryptic Mansion,Fantasy : Dark,S.J. Moyer,$7.00,,238 pages,CreateSpace Independent Publishing Platform,"""January 16, 2018""",English,1983950963,978-1983950964,6 x 0.6 x 9 inches,14.9 ounces,The Dark Wells,Fantasy - Dark Fantasy,H. A. Halfred,$7.00,,124.0,Createspace Independent Publishing Platform,August 2014,,1499652313,9781499652314,9 x 6 x 0.29 inches,0.42 pounds
152,1625,5240,Time Candle,Fantasy : Dark,Veronica Dale,$14.99,,348 pages,Nika Press,"""January 15, 2018""",English,0996952144,978-0996952149,5.5 x 0.8 x 8.5 inches,1.2 pounds,Dark Twin,Fantasy - Dark Fantasy,Veronica Dale,$14.99,,368.0,Nika Press,November 2016,,0996952128,9780996952125,8.5 x 5.5 x 0.76 inches,0.94 pounds
153,1712,690,Raven's Spear: The Trickster's War (Volume 2),Fantasy : Dark,Daniel Hansen,$14.99,The Trickster's War,314 pages,CreateSpace Independent Publishing Platform,"""December 26, 2017""",English,198206028X,978-1982060282,6 x 0.7 x 9 inches,1.2 pounds,The Relic,Science Fiction - Space Opera,Steven Macon,$15.95,,314.0,Createspace Independent Publishing Platform,July 2017,,1548125202,9781548125202,9 x 6 x 0.7 inches,1.02 pounds
154,1598,8770,Era of Undying,Fantasy : Dark,Emilie Knight,$12.00,,200 pages,CreateSpace Independent Publishing Platform,"""January 19, 2018""",English,1979094322,978-1979094320,5 x 0.5 x 8 inches,9.9 ounces,The Breaking Game,Thrillers - Psychological,Kalynn Michelle Cotten,$12.00,,236.0,Createspace Independent Publishing Platform,May 2016,,151950022X,9781519500229,8 x 5 x 0.5 inches,0.52 pounds
155,1698,5308,The Bruja,Fantasy : Dark,Michael Molisani,$20.99,,268 pages,AuthorHouse,"""December 29, 2017""",English,1546222537,978-1546222538,6 x 0.6 x 9 inches,1 pounds,Lily,Fantasy - Dark Fantasy,Michael Thomas Ford,$15.00,,266.0,Lethe Press,October 2016,,1590212681,9781590212684,9 x 6 x 0.6 inches,0.87 pounds
156,1683,3850,The Summoner: The Temple Of Empia Saga,Fantasy : Dark,M. C. Glan,$14.99,,384 pages,CreateSpace Independent Publishing Platform,"""January 2, 2018""",English,1979909032,978-1979909037,6 x 1 x 9 inches,1.4 pounds,The Machine  :  Temple of the Exploding Head Saga,Science Fiction - Space Opera,Ren Garcia and Carol Phillips and Fantasio,$14.95,,322.0,"""Loconeal Publishing, LLC""",July 2011,,0982565356,9780982565353,8.5 x 5.51 x 0.67 inches,0.82 pounds
157,1677,5964,Shadowfest,Fantasy : Dark,D. J. Reid,$12.99,,348 pages,CreateSpace Independent Publishing Platform,"""January 2, 2018""",English,1979877890,978-1979877893,5 x 0.9 x 8 inches,1 pounds,Chimeran,Fantasy - Dark Fantasy,Robert E. Brown,$12.99,,220.0,Createspace Independent Publishing Platform,January 2016,,1523261447,9781523261444,8 x 5 x 0.46 inches,0.49 pounds
158,1625,5971,Time Candle,Fantasy : Dark,Veronica Dale,$14.99,,348 pages,Nika Press,"""January 15, 2018""",English,0996952144,978-0996952149,5.5 x 0.8 x 8.5 inches,1.2 pounds,Blood Seed,Fantasy - Dark Fantasy,Veronica Dale,$14.99,,352.0,Nika Press,January 2016,,0996952101,9780996952101,8.5 x 5.5 x 0.73 inches,0.9 pounds
159,1677,3014,Shadowfest,Fantasy : Dark,D. J. Reid,$12.99,,348 pages,CreateSpace Independent Publishing Platform,"""January 2, 2018""",English,1979877890,978-1979877893,5 x 0.9 x 8 inches,1 pounds,Crucible,Science Fiction - Space Opera,Moira Katson,$12.99,,348.0,Createspace Independent Publishing Platform,April 2014,,149920406X,9781499204063,8 x 5.25 x 0.78 inches,0.87 pounds
160,1677,1914,Shadowfest,Fantasy : Dark,D. J. Reid,$12.99,,348 pages,CreateSpace Independent Publishing Platform,"""January 2, 2018""",English,1979877890,978-1979877893,5 x 0.9 x 8 inches,1 pounds,Invasion,Science Fiction - Space Opera,J. D. Brink,$7.99,,160.0,Fugitive Fiction,December 2015,,0988180995,9780988180994,8 x 5 x 0.34 inches,0.36 pounds
161,1628,4011,Skyla of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""January 14, 2018""",English,1983885207,978-1983885204,6 x 0.1 x 9 inches,3.2 ounces,The Sins of Sister Severa,Fantasy - Dark Fantasy,Juliet Baranne,$7.29,,86.0,Createspace Independent Publishing Platform,February 2018,,1985148080,9781985148086,9 x 6 x 0.18 inches,0.28 pounds
162,1677,1648,Shadowfest,Fantasy : Dark,D. J. Reid,$12.99,,348 pages,CreateSpace Independent Publishing Platform,"""January 2, 2018""",English,1979877890,978-1979877893,5 x 0.9 x 8 inches,1 pounds,Ronin,Science Fiction - Space Opera,Edward W. Robertson,$12.99,,282.0,Createspace Independent Publishing Platform,May 2016,,1533274517,9781533274519,8 x 5 x 0.64 inches,0.68 pounds
163,1927,4585,Braving the Storm (Gods of War),Fantasy : Dark,Xenia Melzer,$17.99,Gods of War (Book 4),,DSP Publications,"""November 21, 2017""",English,1635336759,978-1635336757,6 x 0.6 x 9 inches,14.2 ounces,Ummana,Fantasy - Dark Fantasy,Xenia Melzer,$16.99,,294.0,DSP Publications,July 2017,,163533361X,9781635333619,9 x 6 x 0.62 inches,0.87 pounds
164,1961,6531,The Throne of Amenkor,Fantasy : Dark,Joshua Palmatier,$13.20,Throne of Amenkor,848 pages,DAW,"""November 14, 2017""",English,0756413354,978-0756413354,6 x 0.2 x 9 inches,1.7 pounds,The Throne of Darkness,Fantasy - Dark Fantasy,Lisa Bell,$20.99,,277.0,Tate Pub & Enterprises Llc,May 2015,,1631859463,9781631859465,0.5 x 6 x 8.75 inches,0.8 pounds
165,1961,4517,The Throne of Amenkor,Fantasy : Dark,Joshua Palmatier,$13.20,Throne of Amenkor,848 pages,DAW,"""November 14, 2017""",English,0756413354,978-0756413354,6 x 0.2 x 9 inches,1.7 pounds,Throne of the Bastards,Fantasy - Dark Fantasy,Brian Keene and Steven L. Shrewbury,$14.95,,194.0,Apex Book Company,August 2017,,1937009602,9781937009601,8.5 x 5.5 x 0.45 inches,0.56 pounds
166,1951,1921,THE RINGMAKER,Fantasy : Dark,H. M. Sanders,$15.95,,202 pages,"""Booklocker.com, Inc.""","""November 15, 2017""",English,163492598X,978-1634925983,6 x 0.5 x 9 inches,10.7 ounces,The Pirates of Mizar,Science Fiction - Space Opera,M. H. Wilson,$9.99,,238.0,Createspace Independent Publishing Platform,December 2015,,1523720948,9781523720941,9 x 6 x 0.5 inches,0.71 pounds
167,1942,1892,Savage Redemption: A Dark Urban Guardians Fantasy,Fantasy : Dark,Anni Antoni,$11.99,,288 pages,CreateSpace Independent Publishing Platform,"""November 17, 2017""",English,1979802793,978-1979802796,6 x 0.6 x 9 inches,1.1 pounds,Mind,Science Fiction - Space Opera,Jenn Nixon,$11.99,,288.0,Createspace Independent Publishing Platform,December 2015,,1519655460,9781519655462,9 x 6 x 0.6 inches,0.85 pounds
168,1941,4718,The Obsidian Gates (Heart of the Warrior),Fantasy : Dark,Cynthia Rae Richards,$21.99,Heart of the Warrior (Book 2),,Cynthia Rae Richards,"""November 17, 2017""",English,0990669459,978-0990669456,5 x 1.3 x 8 inches,1.4 pounds,Pariah,Fantasy - Dark Fantasy,Cynthia Rae Richards,$14.95,,414.0,Cynthia Rae Richards,June 2017,,0990669408,9780990669401,8 x 5 x 0.92 inches,0.99 pounds
169,1938,4602,His Price: Histories of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 19, 2017""",English,1979910669,978-1979910668,6 x 0.1 x 9 inches,3.2 ounces,Raven of the Shield Maidens,Fantasy - Dark Fantasy,J. Rogers Barrow,$7.79,,58.0,Createspace Independent Publishing Platform,July 2017,,1973986337,9781973986331,9 x 6 x 0.12 inches,0.2 pounds
170,1938,4449,His Price: Histories of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 19, 2017""",English,1979910669,978-1979910668,6 x 0.1 x 9 inches,3.2 ounces,Galbu  :  Histories of the Shield Maidens,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,36.0,Createspace Independent Publishing Platform,September 2017,,1976281938,9781976281938,9.02 x 5.98 x 0.07 inches,0.14 pounds
171,1938,4419,His Price: Histories of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 19, 2017""",English,1979910669,978-1979910668,6 x 0.1 x 9 inches,3.2 ounces,The Legion  :  Histories of the Shield Maidens,Fantasy - Dark Fantasy,Jerome Brooke,$7.29,,70.0,Createspace Independent Publishing Platform,September 2017,,1976280214,9781976280214,9.02 x 5.98 x 0.14 inches,0.23 pounds
172,1938,4011,His Price: Histories of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"""November 19, 2017""",English,1979910669,978-1979910668,6 x 0.1 x 9 inches,3.2 ounces,The Sins of Sister Severa,Fantasy - Dark Fantasy,Juliet Baranne,$7.29,,86.0,Createspace Independent Publishing Platform,February 2018,,1985148080,9781985148086,9 x 6 x 0.18 inches,0.28 pounds
173,1927,5643,Braving the Storm (Gods of War),Fantasy : Dark,Xenia Melzer,$17.99,Gods of War (Book 4),,DSP Publications,"""November 21, 2017""",English,1635336759,978-1635336757,6 x 0.6 x 9 inches,14.2 ounces,Casto,Fantasy - Dark Fantasy,Xenia Melzer,$16.99,,294.0,DSP Publications,June 2016,,163476837X,9781634768375,9 x 6 x 0.62 inches,0.87 pounds
174,1970,5487,Animus,Fantasy : Dark,Alex Owens,$12.99,,174 pages,CreateSpace Independent Publishing Platform,"""November 13, 2017""",English,1979740747,978-1979740746,5.2 x 0.4 x 8 inches,9.1 ounces,Witches' Bane,Fantasy - Dark Fantasy,Pippa Dacosta,$7.99,,174.0,Createspace Independent Publishing Platform,August 2016,,1537160419,9781537160412,8 x 5 x 0.4 inches,0.43 pounds
175,1920,6446,Starling (Southern Watch) (Volume 6),Fantasy : Dark,Robert J. Crane,$18.99,Southern Watch (Book 6),494 pages,CreateSpace Independent Publishing Platform,"""November 21, 2017""",English,1979928142,978-1979928144,5.5 x 1.2 x 8.5 inches,1.6 pounds,Unearthed,Fantasy - Dark Fantasy,Robert J. Crane,$17.99,,412.0,Createspace Independent Publishing Platform,June 2015,,151427082X,9781514270820,8.5 x 5.51 x 0.92 inches,1.15 pounds
176,1920,5703,Starling (Southern Watch) (Volume 6),Fantasy : Dark,Robert J. Crane,$18.99,Southern Watch (Book 6),494 pages,CreateSpace Independent Publishing Platform,"""November 21, 2017""",English,1979928142,978-1979928144,5.5 x 1.2 x 8.5 inches,1.6 pounds,Legion,Fantasy - Dark Fantasy,Robert J. Crane,$16.99,,430.0,Createspace Independent Publishing Platform,May 2016,,1532929250,9781532929250,8.5 x 5.51 x 0.96 inches,1.2 pounds
177,1916,2059,The Voyage of Odysseus,Fantasy : Dark,Jacob Moore,$13.89,,142 pages,Mirador Publishing,"""November 22, 2017""",English,1912192853,978-1912192854,6 x 0.3 x 9 inches,7.7 ounces,The Relative Eternity,Science Fiction - Space Opera,Tetiana Bila-Vakhromeieva,$6.38,,142.0,Createspace,October 2015,,1518686885,9781518686887,9 x 6 x 0.3 inches,0.44 pounds
178,1908,6965,The Slithering Spark: A Gods Above and Below Fantasy Short Story (Volume 20),Fantasy : Dark,Meyari McFarland,$5.99,Gods Above and Below,46 pages,Mary M Raichle,"""November 24, 2017""",English,1944269819,978-1944269814,5 x 0.1 x 8 inches,3.5 ounces,Boiling the Ocean Away  :  A Mages of Tindiere Short Story,Fantasy - Dark Fantasy,Meyari McFarland,$5.99,,64.0,Mary M Raichle,October 2014,,1939906598,9781939906595,8 x 5 x 0.13 inches,0.16 pounds
179,1908,4268,The Slithering Spark: A Gods Above and Below Fantasy Short Story (Volume 20),Fantasy : Dark,Meyari McFarland,$5.99,Gods Above and Below,46 pages,Mary M Raichle,"""November 24, 2017""",English,1944269819,978-1944269814,5 x 0.1 x 8 inches,3.5 ounces,Dark Butterfly,Fantasy - Dark Fantasy,Meyari McFarland,$5.99,,50.0,Mary M Raichle,October 2017,,1944269762,9781944269760,7.99 x 5 x 0.1 inches,0.13 pounds
180,1883,4982,Brebaje (Spanish Edition),Fantasy : Dark,Tamara Romero,$8.95,,100 pages,CreateSpace Independent Publishing Platform,"""November 29, 2017""",Spanish,1979893667,978-1979893664,5.5 x 0.2 x 8.5 inches,6.4 ounces,Brujula y Murcielago,Fantasy - Dark Fantasy,Tamara Romero,$10.95,,166.0,Createspace Independent Publishing Platform,March 2017,,1544163762,9781544163765,8.5 x 5.5 x 0.38 inches,0.48 pounds
181,1857,6755,A Witch Shall be born,Fantasy : Dark,Robert E. Howard,$5.99,,50 pages,CreateSpace Independent Publishing Platform,"""December 3, 2017""",English,1981160892,978-1981160891,6 x 0.1 x 9 inches,4.5 ounces,Red Nails,Fantasy - Dark Fantasy,Robert E. Howard,$12.95,,144.0,Createspace Independent Publishing Platform,January 2015,,1507698585,9781507698587,9 x 6 x 0.31 inches,0.44 pounds
182,1857,6699,A Witch Shall be born,Fantasy : Dark,Robert E. Howard,$5.99,,50 pages,CreateSpace Independent Publishing Platform,"""December 3, 2017""",English,1981160892,978-1981160891,6 x 0.1 x 9 inches,4.5 ounces,Queen of the Black Coast,Fantasy - Dark Fantasy,Robert E. Howard,$12.95,,190.0,Createspace Independent Publishing Platform,February 2015,,1508499632,9781508499633,9 x 6 x 0.4 inches,0.58 pounds
183,1857,6697,A Witch Shall be born,Fantasy : Dark,Robert E. Howard,$5.99,,50 pages,CreateSpace Independent Publishing Platform,"""December 3, 2017""",English,1981160892,978-1981160891,6 x 0.1 x 9 inches,4.5 ounces,The Devil in Iron,Fantasy - Dark Fantasy,Robert E. Howard,$12.95,,206.0,Createspace Independent Publishing Platform,February 2015,,1507788576,9781507788578,9 x 6 x 0.44 inches,0.62 pounds
184,1980,1788,Succumb,Fantasy : Dark,Ebony Olson,$9.99,,290 pages,CreateSpace Independent Publishing Platform,"""November 10, 2017""",English,1979589542,978-1979589543,6 x 0.7 x 9 inches,1.1 pounds,First Lensman,Science Fiction - Space Opera,E. E. Doc Smith,$13.99,,336.0,Createspace Independent Publishing Platform,February 2016,,1530206529,9781530206520,9 x 6 x 0.7 inches,0.99 pounds
185,1985,2490,First Of The Fallen,Fantasy : Dark,Philip Mann,$16.99,,242 pages,CreateSpace Independent Publishing Platform,"""November 9, 2017""",English,1979618526,978-1979618526,6 x 0.6 x 9 inches,15 ounces,The Void,Science Fiction - Space Opera,William F. F. Wood,$9.99,,242.0,Createspace Independent Publishing Platform,February 2015,,1507756038,9781507756034,9 x 6 x 0.51 inches,0.72 pounds
186,1985,853,First Of The Fallen,Fantasy : Dark,Philip Mann,$16.99,,242 pages,CreateSpace Independent Publishing Platform,"""November 9, 2017""",English,1979618526,978-1979618526,6 x 0.6 x 9 inches,15 ounces,Treasure of the Rogue Moon,Science Fiction - Space Opera,S. Evan Townsend and Michael Baker,$11.99,,242.0,Createspace Independent Publishing Platform,May 2017,,1547030739,9781547030736,9 x 6 x 0.55 inches,0.79 pounds
187,1985,731,First Of The Fallen,Fantasy : Dark,Philip Mann,$16.99,,242 pages,CreateSpace Independent Publishing Platform,"""November 9, 2017""",English,1979618526,978-1979618526,6 x 0.6 x 9 inches,15 ounces,Masters of Space,Science Fiction - Space Opera,E. E. Doc Smith,$15.99,,288.0,Createspace Independent Publishing Platform,June 2017,,1548158704,9781548158705,9 x 6 x 0.6 inches,0.85 pounds
188,1982,4268,Emperor of Shards: A Gods Above and Below Fantasy Short Story (Volume 19),Fantasy : Dark,Meyari McFarland,$5.99,Gods Above and Below,42 pages,Mary M Raichle,"""November 10, 2017""",English,1944269797,978-1944269791,5 x 0.1 x 8 inches,3.4 ounces,Dark Butterfly,Fantasy - Dark Fantasy,Meyari McFarland,$5.99,,50.0,Mary M Raichle,October 2017,,1944269762,9781944269760,7.99 x 5 x 0.1 inches,0.13 pounds
189,1980,8657,Succumb,Fantasy : Dark,Ebony Olson,$9.99,,290 pages,CreateSpace Independent Publishing Platform,"""November 10, 2017""",English,1979589542,978-1979589543,6 x 0.7 x 9 inches,1.1 pounds,Atonement,Thrillers - Psychological,Yolanda Olson,$9.99,,168.0,Createspace Independent Publishing Platform,July 2016,,1535219238,9781535219235,7.8 x 5.08 x 0.36 inches,0.37 pounds
190,1980,8190,Succumb,Fantasy : Dark,Ebony Olson,$9.99,,290 pages,CreateSpace Independent Publishing Platform,"""November 10, 2017""",English,1979589542,978-1979589543,6 x 0.7 x 9 inches,1.1 pounds,Revelaciones,Thrillers - Psychological,Roberto Kruger Gonzalez,$10.97,,290.0,Createspace Independent Publishing Platform,May 2017,,1546779957,9781546779957,9 x 6 x 0.65 inches,0.94 pounds
191,1980,7399,Succumb,Fantasy : Dark,Ebony Olson,$9.99,,290 pages,CreateSpace Independent Publishing Platform,"""November 10, 2017""",English,1979589542,978-1979589543,6 x 0.7 x 9 inches,1.1 pounds,Ghosts of Earth,Fantasy - Dark Fantasy,Kevin Kauffmann,$14.99,,338.0,Createspace Independent Publishing Platform,February 2014,,1500104175,9781500104177,9 x 6 x 0.7 inches,1 pounds
192,1980,6236,Succumb,Fantasy : Dark,Ebony Olson,$9.99,,290 pages,CreateSpace Independent Publishing Platform,"""November 10, 2017""",English,1979589542,978-1979589543,6 x 0.7 x 9 inches,1.1 pounds,Genesi,Fantasy - Dark Fantasy,Hayley J. Hedlund,$9.99,,262.0,Createspace Independent Publishing Platform,September 2015,,1517157951,9781517157951,9 x 6 x 0.55 inches,0.78 pounds
193,1980,5993,Succumb,Fantasy : Dark,Ebony Olson,$9.99,,290 pages,CreateSpace Independent Publishing Platform,"""November 10, 2017""",English,1979589542,978-1979589543,6 x 0.7 x 9 inches,1.1 pounds,True Death,Fantasy - Dark Fantasy,Zackary J. Soof IV,$11.00,,290.0,Createspace Independent Publishing Platform,January 2016,,1519780532,9781519780539,9 x 6 x 0.65 inches,0.94 pounds
194,1980,5057,Succumb,Fantasy : Dark,Ebony Olson,$9.99,,290 pages,CreateSpace Independent Publishing Platform,"""November 10, 2017""",English,1979589542,978-1979589543,6 x 0.7 x 9 inches,1.1 pounds,Castle of Blood,Fantasy - Dark Fantasy,Sandra Kopp,$11.50,,312.0,Createspace Independent Publishing Platform,January 2017,,1542681707,9781542681704,9 x 6 x 0.7 inches,1.01 pounds
195,1857,6211,A Witch Shall be born,Fantasy : Dark,Robert E. Howard,$5.99,,50 pages,CreateSpace Independent Publishing Platform,"""December 3, 2017""",English,1981160892,978-1981160891,6 x 0.1 x 9 inches,4.5 ounces,The Hour of the Dragon,Fantasy - Dark Fantasy,Robert E. Howard,$10.63,,200.0,Createspace Independent Publishing Platform,October 2015,,151876813X,9781518768132,9 x 6 x 0.42 inches,0.6 pounds
196,1980,1561,Succumb,Fantasy : Dark,Ebony Olson,$9.99,,290 pages,CreateSpace Independent Publishing Platform,"""November 10, 2017""",English,1979589542,978-1979589543,6 x 0.7 x 9 inches,1.1 pounds,Starseers,Science Fiction - Space Opera,Lindsay Buroker,$9.99,,222.0,Createspace Independent Publishing Platform,June 2016,,1534634711,9781534634718,9 x 6 x 0.51 inches,0.73 pounds
197,1980,996,Succumb,Fantasy : Dark,Ebony Olson,$9.99,,290 pages,CreateSpace Independent Publishing Platform,"""November 10, 2017""",English,1979589542,978-1979589543,6 x 0.7 x 9 inches,1.1 pounds,Battlecry,Science Fiction - Space Opera,T. Jackson King,$9.99,,248.0,Createspace Independent Publishing Platform,March 2017,,1544071787,9781544071787,9 x 6 x 0.56 inches,0.81 pounds
198,1980,962,Succumb,Fantasy : Dark,Ebony Olson,$9.99,,290 pages,CreateSpace Independent Publishing Platform,"""November 10, 2017""",English,1979589542,978-1979589543,6 x 0.7 x 9 inches,1.1 pounds,Vanquish,Science Fiction - Space Opera,G. P. Hudson,$14.99,,338.0,Createspace Independent Publishing Platform,March 2017,,1544110286,9781544110288,9 x 6 x 0.7 inches,1 pounds
199,1980,766,Succumb,Fantasy : Dark,Ebony Olson,$9.99,,290 pages,CreateSpace Independent Publishing Platform,"""November 10, 2017""",English,1979589542,978-1979589543,6 x 0.7 x 9 inches,1.1 pounds,Neverwylde,Science Fiction - Space Opera,Linda Mooney,$9.99,,180.0,Createspace Independent Publishing Platform,June 2017,,1547193573,9781547193578,9 x 6 x 0.38 inches,0.55 pounds
